15766970010972	IMG_20191101_095231		be018fb236361f676409ba9d599e38d4.jpg		0	image/jpeg	4032	3024	5.6 MB	55	f/1.8	Google	Pixel 3a	1278/1000000 s	4.4 mm	1572601951	0	be018fb236361f676409ba9d599e38d4.jpeg	15766965557370	f830d1f937c4935e8aac083909bb327cc7e56d54	1
15766970094882	MVIMG_20191030_184937		6b8192c30d18995bdb4c64d012480989.jpg		0	image/jpeg	4032	3024	3.1 MB	5610	f/1.8	Google	Pixel 3a	66683/1000000 s	4.4 mm	1572461377	0	6b8192c30d18995bdb4c64d012480989.jpeg	15766965557370	ebd55b148c9fc45ac083a599d1126e355938a0b8	1
15766970271133	MVIMG_20191030_184926		ed75e22b68c4f502578f9fd317d7d2ba.jpg		0	image/jpeg	4032	3024	9.4 MB	2805	f/1.8	Google	Pixel 3a	133365/1000000 s	4.4 mm	1572461366	0	ed75e22b68c4f502578f9fd317d7d2ba.jpeg	15766965557370	87f238ea3b119c9c84431d005afe7257ac3da4ce	1
15766970489928	MVIMG_20191030_182939		c4807d11a5b90387abeff2fbd8a25312.jpg		0	image/jpeg	4032	3024	11.5 MB	323	f/1.8	Google	Pixel 3a	41667/1000000 s	4.4 mm	1572460179	0	c4807d11a5b90387abeff2fbd8a25312.jpeg	15766965557370	1d6ee679f8c0a1b398336cac7622bff5ff980138	1
15766970679454	MVIMG_20191030_182921		cd36c1745b116173604192141367a64d.jpg		0	image/jpeg	4032	3024	9.6 MB	281	f/1.8	Google	Pixel 3a	41667/1000000 s	4.4 mm	1572460161	0	cd36c1745b116173604192141367a64d.jpeg	15766965557370	09bd8fad54c23afcc937b931ed61be3ac9a49300	1
15766970775951	MVIMG_20191030_182903		f682b343e7987a406f16edd7e0ad12d4.jpg		0	image/jpeg	4032	3024	5.9 MB	109	f/1.8	Google	Pixel 3a	41667/1000000 s	4.4 mm	1572460143	0	f682b343e7987a406f16edd7e0ad12d4.jpeg	15766965557370	150da999a174fc16776ccf765361b67c0c87fa23	1
15766970954510	MVIMG_20191030_182817		08f45ddadb72baee3622979f57a597e9.jpg		0	image/jpeg	4032	3024	8.5 MB	476	f/1.8	Google	Pixel 3a	20026/1000000 s	4.4 mm	1572460097	0	08f45ddadb72baee3622979f57a597e9.jpeg	15766965557370	e11cd70492ea617ec37d253e77cb6806078a3c4a	1
15766970979392	IMG_20191030_182750		594d18c2a8008dc8b8bec9b9e4cccbbe.jpg		0	image/jpeg	4032	3024	1.2 MB	212	f/1.8	Google	Pixel 3a	41667/1000000 s	4.4 mm	1572460070	0	594d18c2a8008dc8b8bec9b9e4cccbbe.jpeg	15766965557370	30b8e153567bfeda031d99fb310c0f0a24db2312	1
15766971023959	IMG_20191030_174706		abc3a1d41b73e89942261db3238de8db.jpg		0	image/jpeg	4032	3024	2.7 MB	71	f/1.8	Google	Pixel 3a	2727/1000000 s	4.4 mm	1572457626	0	abc3a1d41b73e89942261db3238de8db.jpeg	15766965557370	036303fa1de85573bb6696e3bf68fc8902591fcc	1
15766971075380	IMG_20191030_173337		8818881a3457c97379e8ec7fdfc8b8b8.jpg		0	image/jpeg	4032	3024	2 MB	76	f/1.8	Google	Pixel 3a	937/1000000 s	4.4 mm	1572456817	0	8818881a3457c97379e8ec7fdfc8b8b8.jpeg	15766965557370	34515caef8349182be84098c09d96c3b3d5aef4a	1
